"","word","frequency"
"6463","antwort",2
"8382","bekommen",2
"9350","controlkameras",2
"14394","einsetzen",2
"16423","fahndungen",2
"18411","gar",2
"19386","gehen",2
"20408","gibt",2
"22397","jahr",2
"26360","nämlich",2
"28323","section",2
"31246","technisch",2
"35128","wunsch#überwachungspaket",2
"11825","#notredame",2
"21798","architektur",2
"3929","beispiel",2
"4539","bilder",2
"9351","endend",2
"10357","erschüttern",2
"12393","faszinierendes",2
"13388","feuer",4
"14395","fortschritts",2
"16424","gotischer",2
"17377","halten",2
"18412","immer",4
"22398","schaffen",2
"23403","stand",2
"24403","technologischen",2
"25362","trotz",2
"29284","wollendem",2
"11826","",1
"21799","agieren",2
"3930","ähnlich",2
"5475","europaweit",2
"7411","neuen",2
"8383","österreich",2
"9352","rechten",2
"12394","vernetzt",2
"11827","",1
"3931","distanziert",2
"4540","fpö",2
"11828","#anfrage",2
"21800","#bvthd",2
"3932","#rex",2
"4541","ausgehungerte",2
"5476","bereich",2
"6464","d",2
"7412","dadurch",2
"8384","dafür",2
"11829","eh",2
"13389","eingebrachtwollte",2
"14396","erst",2
"17378","hd",2
"21801","justiz",2
"22399","kam

",2
"23404","kicklsche",2
"24404","neonazi",2
"26361","od",2
"27336","razzia",2
"28324","regierung",2
"30244","tut",2
"31247","umfangreiche",2
"33173","verantwortlich",2
"36107","zeigen",2
"11830","anfrage",2
"3933","autor",2
"4542","beiden",2
"6465","eingeladen",2
"7413","einladung",2
"9353","erfolgt
",2
"11831","identitären",2
"12395","initiative",2
"13390","laila",2
"14397","ley",2
"16425","michael",2
"17379","mirzo",2
"18413","monaten",2
"19387","nachgesagt",2
"20409","nähe",2
"21802","podiumsdiskussion",2
"22400","podiumsgäste",2
"23405","sagt",2
"24405","sei",2
"26362","strache",2
"27337","u",2
"28325","umstrittener",2
"29285","vizekanzler",2
"11832","",1
"4543","auge",2
"10358","dorn",2
"12396","einfach",2
"14398","folgen",2
"15394","gruselig",2
"19388","journalistische",2
"20410","kontext",2
"21803","kontrolle",2
"26363","parlamentarische",2
"27338","politik",2
"28326","recht",2
"29286","setzt",2
"32197","sowohl",2
"33174","weiß",2
"11833","",1
"21804","#identitären",2
"3934","#strache",2
"4544","absolut",2
"5477","austausch",2
"10359","distanzieren",2
"11834","distanzierungsversuche",2
"12397","endlich",2
"13391","fpö",4
"14399","große",2
"16426","identitären",2
"17380","ideologie",2
"19389","insbes",2
"21805","klar",2
"22401","klarstellen",2
"24406","platz",2
"25363","regierung",2
"28327","u",2
"30245","unglaubwürdig",2
"21806","dahin",2
"4545","fpö",2
"5478","gestellt
",2
"6466","historikerkommission",2
"7414","identitären",2
"9354","rauskommt",2
"11835","
",2
"21807","#kickl",2
"3935","#schwarzesloch",2
"4546","astronautin",2
"5479","atem",2
"7415","begeistert",2
"9355","d",2
"14400","erfüllt",2
"16427","forscher",2
"17381","fotografiert",2
"20411","hält",2
"21808","hätte",2
"25364","kindheitstraum",2
"27339","moment",2
"28328","passiert",2
"29287","sensationelles",2
"30246","u",2
"32198","voll",2
"34149","weltbühne",2
"36108","wünschte",2
"11836","",1
"21809","#bvt",2
"3936","#bvtua",2
"4547","#kickl",2
"5480","abzuputzen",2
"8385","betroffen",2
"9356","dafür",2
"15395","egs",2
"17382","ermittlungen",2
"18414","extremismusbüro",2
"19390","fallakten",2
"20412","geschwächt",2
"24407","justiz",2
"25365","mitarbeitern",2
"26364","mitgenommen",2
"27340","obwohl",2
"28329","rechtsextremenszene",2
"32199","unzählige",2
"33175","verantwortlich",2
"34150","versucht",2
"35129","wohl",2
"11837","",1
"21810","antisemitismus",2
"3937","anzukämpfen",2
"4548","authentisch",2
"5481","ehrlich",2
"10360","zeit",2
"11838","",1
"21811","#hausdurchsuchung",2
"3938","#identitären",2
"4549","#putin",2
"6467","ablenkung",2
"8386","bvt",2
"10361","distanzierungsversuche",2
"11839","endlich",2
"12398","erst",2
"13392","folgen",2
"14401","fpö",2
"15396","fraglich",2
"16428","hd",2
"20413","kicklsche",2
"23406","od",2
"24408","stattfindet",2
"25366","taten",2
"26365","u",4
"27341","unglaubwürdige",2
"28330","verbindungen",2
"29288","verzögerung",2
"31248","warum",2
"33176","zurückzuführen",2
"11840","

",2
"21812","#identitäre",2
"3939","bewegung",2
"6468","distanzieren",2
"8387","eng",2
"10362","fpö",2
"11841","fpöchef",2
"12399","gelingen",2
"13393","grazer",2
"16429","neuen",2
"18415","rechten",2
"19391","rechtsextreme",2
"20414","schützend",2
"23407","stellt",2
"24409","szene",2
"25367","verflochten",2
"11842","#identitären",2
"3940","bewegung",2
"4550","bundesheer",4
"5482","d",2
"8388","fabianschmid",2
"9357","gesperrt",2
"12400","mehr",2
"13394","nehmen",2
"17383","öbh",2
"18416","recherche",2
"19392","rechtsextreme",2
"20415","regierungspartei",2
"23408","teil
",2
"25368","unterwandert",2
"27342","waffenübungen",2
"29289","zeigt",2
"30247","zugang",2
"11843","#barbarakrenn",2
"7416","erschüttert",2
"8389","fehlen
",2
"9358","frau",2
"10363","gemeistert",2
"11844","großartige",2
"17384","kollegin",2
"18417","leben",2
"19393","lebensfreude",2
"22402","plötzlichen",2
"23409","rückschlag",2
"25369","starke",2
"26366","tod",2
"27343","traurig",2
"28331","u",4
"31249","unglaublichen",2
"33177","willenskraft",2
"35130","zutiefst",2
"11845","",1
"3941","begegnen",2
"6469","fellner",2
"7417","inszenierung",2
"11846","oeat",2
"12401","opfer",2
"14402","tatsachen",2
"16430","verdrehung",2
"11847","",1
"3942","bmeinl",2
"5483","erdenklich",2
"6470","gute",2
"7418","liebe",2
"8390","nachrichten",2
"10364","wunderschöne",2
"11848","",1
"21813","beschämend",2
"3943","demokratisch",2
"6471","füßen",2
"7419","getreten",2
"8391","gewählte",2
"10365","institution",2
"13395","selbstverständlichkeit",2
"11849","",1
"21814","#kickl",2
"3944","#oenr",2
"4551","#opposition",2
"6472","attackiert",2
"7420","ausgegraben",2
"8392","bezeichnet",2
"15397","europas",2
"16431","gebracht",2
"17385","gleichgesinnte",2
"19394","identitäre",2
"22403","innenminister",2
"23410","kongress",2
"24410","parlament",2
"25370","peterpilz",2
"26367","rechtsextreme",2
"27344","rede",4
"29290","u",2
"31250","verteidiger",2
"11850","",1
"21815","interview",2
"3945","netzwerken",2
"4552","rechtsextremismus",2
"7421","spannendes",2
"11851","",1
"21816","glückwunsch",2
"3946","herzlichen",2
"4553","liebe",2
"5484","nicolawerdenigg",2
"11852","#bvtua",2
"21817","#tierschutzprozess",2
"6473","behauptet",2
"7422","berichtet",2
"8393","bmi",2
"9359","d",2
"14403","ergibt",2
"15398","erinnern",4
"17386","gd",2
"18418","gegeben",2
"21818","irgendein",2
"24411","netzwerk",2
"26368","nie",2
"27345","öff",2
"28332","platter",2
"29291","protokollen",2
"30248","schwarzes",2
"32200","sicher",2
"33178","sicherheit",2
"34151","trotzdem",2
"35131","zeit",2
"11853","",1
"3947","dafür",2
"5485","fpöövp",2
"6474","gewinnen",2
"8394","regierung",2
"10366","sorgt",2
"12402","wahlen",2
"13396","wirkt",2
"14404","zukunft",2
"11854","",1
"21819","beitrag",2
"3948","dachte",2
"7423","dietagespresse",2
"9360","erschließt",2
"13397","ja",2
"14405","jemanden",2
"16432","kaum",2
"17387","kreuz",2
"18419","mehr",2
"19395","richter",2
"20416","richtet",2
"22404","staat",2
"23411","staatlichen",2
"24412","verloren",2
"26369","wäre",2
"11855","",1
"5486","nochmal",2
"6475","sparen",2
"7424","system",2
"11856","#bvtua
",2
"21820","abwenden",2
"3949","bvt",4
"8395","endlich",2
"10367","frau",2
"11857","genau",2
"12403","gibt",2
"13398","grund",2
"14406","gut",2
"19396","kontakte",2
"21821","menschen",2
"24413","parteiunabhängig",2
"25371","passiert",2
"26370","politik",2
"27346","politiker",2
"30249","verprügeln",2
"32201","warum",2
"11858","#bvtua",2
"21822","#soko",2
"3950","#tierschützer",2
"5487","behauptet",2
"9361","entlastenden",2
"11859","ergebnisse",2
"12404","ermittlerin",2
"13399","ermittlungsergebnisse",2
"14407","finden",2
"15399","hätte",2
"17388","informiert",2
"18420","leiter",2
"20417","operative",2
"22405","staatsanwalt",2
"23412","strafakt",2
"24414","trotzdem",2
"26371","umfassend",2
"27347","verdeckten",2
"28333","warum",2
"11860","#bvtua",2
"21823","#tierschützerprozess",2
"3951","behauptet",2
"4554","berichte",2
"5488","beweise",2
"6476","chefermittlerin",2
"7425","d",4
"10368","entlastende",2
"11861","entscheidung",2
"12405","ermittler",2
"13400","ermittlerin",2
"15400","geht",2
"18421","oblag",2
"19397","soko",2
"20418","sta",4
"21824","taktik",2
"23413","usa",2
"24415","verantwortung",2
"25372","verdeckten",2
"26372","vorgelegte",2
"28334","zurückzuhalten",2
"29292","zuzuschieben",2
"11862","",1
"21825","#amtsmissbrauch",2
"3952","#waldhäusl",2
"6477","deutlich",2
"8396","entscheidung",2
"9362","folgen",2
"10369","fortzusetzen",2
"11863","freiheitsentziehung",2
"12406","funktioniert",2
"13401","gg",2
"15401","immer",2
"17389","macht",2
"19398","osta",2
"20419","österreich",2
"21826","österreichischer",2
"22406","politik",2
"23414","punkte",2
"24416","recht",2
"25373","rechtsstaat",2
"27348","verfahren",2
"28335","wg",2
"29293","wichtige",2
"31251","zwei",2
"11864","",1
"21827","art",2
"3953","authentischen",2
"4555","bewundernswerte",2
"5489","bleibt",2
"8397","frau",2
"9363","gegangen",2
"10370","geprägt",2
"11865","großartige",2
"13402","hilfsbereiten",2
"16433","kultur",2
"18422","politische",2
"19399","rip",2
"23415","unvergesslich",2
"11866","",1
"21828","#bvtua",2
"3954","#tierschützer",2
"4556","angeklagten",2
"5490","anwalt",2
"6478","damals",4
"7426","darüber",2
"11867","diskutieren",2
"13403","freigesprochen",2
"14408","gemacht",2
"16434","heute",2
"17390","klar",2
"19400","nochmals",2
"21829","personen",2
"24417","stellt",2
"25374","strafrechtliches",2
"28336","worden",2
"11868","#bvtua",2
"21830","#kleiderbauer",2
"3955","administrativen",2
"6479","ausnützen",2
"7427","beim",2
"8398","beschweren",2
"9364","chef",2
"10371","daraufhin",2
"14409","einberufen",2
"16435","ermittlungen",2
"17391","innenminister",2
"18423","möchte",2
"19401","möglichkeiten",2
"20420","persönlich",2
"21831","ruft",2
"23416","soko",2
"24418","tierschützer",2
"27349","untersagen",2
"28337","versammlungsrecht",2
"11869","",1
"9365","entsprechende",2
"11870","folgt",2
"12407","gesetze",2
"13404","halten",2
"15402","innenminister",2
"19402","politik",2
"20421","recht",2
"24419","verfassung",2
"25375","vollzieht",2
"26373","vorgaben",2
"29294","zeigen",2
"11871","",1
"21832","#entsetzlich",2
"3956","#folter",2
"4557","#handeln",2
"5491","#libyen",2
"7428","bilder",2
"8399","brutalität",2
"14410","einfach",2
"16436","europas",2
"17392","finanziert",2
"18424","hinnehmen",2
"22407","lager",2
"23417","lagern",2
"24420","mitgetragen",2
"29295","toren",2
"34152","vorherrscht",2
"3957","zeit",2
"4012","zustände",2
"11872","",1
"4558","direkten",2
"6480","einfluss",2
"7429","eu",6
"8400","eur",2
"9366","europa",4
"11873","globalpolitisch",2
"12408","millionen",2
"15403","politik",2
"16437","putin",4
"17393","rechten",2
"18425","russland",2
"19403","salvinis",2
"20422","schwächt",2
"22408","starkes",2
"23418","trump",2
"24421","übt",2
"27350","wahlen",2
"28338","wahlkampf",2
"29296","weder",2
"31252","zerstörerischen",2
"11874","",1
"21833","#bvtua",2
"3958","#egs",2
"6481","beamten",2
"7430","bmigeneralsekretär",2
"8401","büros",2
"9367","d",4
"12409","erstellt",2
"13405","extremismusbüro",2
"14411","fpögemeinderats",2
"15404","genau",2
"16438","hausdurchsuchung",2
"19404","leitung",2
"20423","nächsten",2
"22409","protokoll",2
"23419","sicherstellungsprotokolle",2
"24422","steuerfahndung",2
"25376","tag",2
"28339","vorgelegt",2
"31253","werk",2
"11875","",1
"21834","agierende",2
"4559","bundeskanzleramt",2
"5492","control",2
"10372","kontrollieren",2
"11876","machtausübung",2
"12410","message",2
"13406","näher",2
"15405","schritt",2
"17394","statistikat",2
"18426","statistiken",2
"19405","totalen",2
"20424","unabhängig",2
"22410","unterstellt",2
"23420","veröffentlicht",2
"24423","wann",2
"11877","#bvtua",2
"21835","aktivistinnengruppe",2
"4560","auskunftsperson",2
"6482","bvt",4
"8402","daten",4
"9368","datenlöschungen",2
"12411","führung",2
"13407","gelöscht",2
"14412","gespeichert",2
"15406","hätten",2
"16439","heute",2
"20425","jahr",4
"21836","kriminelle",2
"23421","rund",2
"24424","sagt",2
"25377","sigimaurer",2
"26374","sollen",2
"27351","spätestens",2
"30250","verbindung",2
"11878","",1
"9369","einstellungen",2
"11879","erlaubt",2
"13408","gedanken",2
"14413","identitären",2
"16440","lädt",2
"17395","legitimiert",2
"19406","offen",2
"20426","podiumsdiskussion",2
"21837","podiumsgäste",2
"22411","schritt",4
"24425","sympathisieren",2
"26375","vizekanzler",2
"28340","werte",2
"11880","",1
"6483","aussage",2
"7431","bm",2
"13409","einzigen",2
"14414","gemeint",2
"15407","gesellschaft",2
"16441","grund",2
"18427","hoffe",2
"21838","je",2
"22412","karinkneissl",2
"23422","kinder",2
"24426","klar",2
"26376","muslimischen",2
"27352","nie",2
"28341","öffentlich",2
"29297","religion",2
"31254","signal",2
"32202","stellt",2
"33179","teil",2
"34153","unmissverständliches",2
"35132","unserer",2
"37103","wäre",2
"11881","

",2
"21839","asylanträge",4
"3959","aussuchen",2
"4561","beamten",2
"8403","entscheiden",4
"9370","entsprechen",2
"12412","folgen",2
"17396","kickl",2
"18428","kicklschen",2
"19407","menschenrechtsverständnis",2
"20427","müssen",2
"21840","nachhaltige",2
"24427","verordnet",2
"11882","",1
"21841","á",2
"4562","ergreifen",2
"5493","fpö",2
"6484","la",2
"7432","langsam",2
"8404","macht",2
"9371","postenschacher",2
"11883","",1
"21842","#bvtua",2
"5494","befragung",2
"6485","bvt",2
"8405","daten",2
"9372","deckt",2
"12413","führungskräfte",2
"13410","geheimen",2
"16442","immer",2
"18429","justiz",2
"19408","mitarbeiter",2
"20428","övpdatenbank",2
"21843","peterpilz",2
"22413","politik",2
"23423","polizei",2
"24428","sammelt",2
"25378","schon",2
"29298","vermutet",2
"32203","wirtschaft",2
"11884","#kickl",2
"21844","#webinger",2
"4563","bmi",2
"5495","d",2
"7433","dzt",2
"8406","entschieden",2
"10373","fähigkeiten",2
"11885","gerichten",4
"12414","hängen",2
"14415","hellseherischen",2
"16443","meinte",2
"17397","negativ",2
"18430","neuer",2
"19409","pressekonferenz",2
"20429","rechtskräftig",2
"22414","sektionsleiter",2
"23424","unabhängigen",2
"24429","verfahren",4
"26377","vorgegriffen",2
"29299","woher",2
"11886","#blümel",2
"21845","#imzentrum",2
"6486","bmeinl",2
"8407","denkt",2
"9373","deplatziert",2
"11887","einzige",2
"13411","fast",2
"14416","findet",2
"15408","geduzt",2
"19410","minister",2
"20430","rendiwagner",2
"21846","respektlos",2
"22415","sowohl",2
"23425","ständig",2
"11888","",1
"7434","immer",2
"8408","kanälen",2
"9374","media",2
"12415","rückmeldungen",2
"13412","schon",2
"14417","social",2
"15409","vermutet",2
"11889","#drasenhofen",2
"21847","#waldhäusl",2
"3960","all",2
"5496","aussagen",2
"6487","autokratische",2
"7435","bewiesen",2
"8409","darüber",2
"12416","einzusperren",2
"13413","entscheiden",2
"15410","fällig",2
"19411","justiz",2
"21848","nimmt",2
"22416","politiker",2
"23426","rechtsstaatlichkeit",2
"24430","rücktritt",2
"28342","unabhängige",2
"29300","v",2
"30251","va",2
"31255","verständnis",2
"32204","versteht",2
"33180","wer",2
"34154","züge",2
"11890","",1
"21849","#drasenhofen",2
"3961","berntkoschuh",2
"4564","details",2
"5497","neue",2
"11891","#bvtua",2
"21850","#schmudermayer",2
"8410","gecoached",2
"10374","staatsanwältin",2
"11892","untersuchungsausschuss",2
"13414","wissen",2
"14418","wurde",2
"11893","#bvtua",2
"5498","ausdrucke",2
"6488","d",2
"8411","datenträger",2
"10375","dokumente",2
"11894","durchgegangen",2
"12417","durchsucht",2
"13415","egsbeamten",2
"14419","elektronischen",2
"15411","enthielten",2
"17398","finden",2
"18431","gab",2
"19412","gerade",2
"20431","gesichtet",2
"22417","informationen",2
"25379","mails",2
"26378","material",2
"27353","sensible",2
"30252","staatsanwältin",2
"32205","unglaublich",2
"11895","#bvtua",2
"21851","#lett",2
"3962","#moser",2
"4565","absurdität",2
"8412","bestätigt",2
"9375","bm",2
"10376","bmi",2
"17399","druck",2
"19413","einflussnahme",2
"20432","ermittlungen",2
"21852","festnahmen",2
"22418","grenze",2
"25380","kabinettsmitarbeiters",2
"26379","sache",2
"27354","schlägt",2
"28343","sei",2
"29301","seinesgleichen",2
"30253","sucht",2
"33181","wksta",2
"34155","zwangsmaßnahmen",2
"11896","",1
"21853","birgithebein",2
"4566","glückwunsch",2
"5499","gruenewien",2
"6489","herzlichen",2
"8413","liebe",2
"9376","neuen",2
"10377","spitze",2
"12418","wahl",2
"13416","wien",2
"11897","",1
"21854","bestätigt",2
"3963","endlich",2
"4567","gesagt",2
"6490","immer",2
"8414","schon",2
"11898","#kickl",2
"3964","aufsichtsrat",2
"4568","bekomme",2
"5500","d",2
"9377","erklärener",2
"10378","geschäftsführer",2
"11899","gf#bvtua",2
"12419","ggü",2
"13417","glaubt",2
"14420","größeren",2
"15412","großes",2
"18432","infos",2
"21855","länger",2
"22419","lesen",2
"24431","prüfen",2
"25381","stellen",2
"26380","täglich",2
"29302","unternehmenich",2
"30254","unternehmens",2
"31256","unterschreibtes",2
"32206","viele",2
"34156","wäre",2
"37104","wisse",2
"11900","#bures",2
"21856","#bvtua",2
"3965","anfragebeantwortungen",2
"4569","antworten",2
"6491","bmis",2
"7436","bvg",2
"8415","d",10
"12420","falsch",2
"14421","greift",2
"15413","herr",2
"17400","immer",2
"18433","ja",2
"20433","mitarbeiter#kickl",2
"22420","präsidentin",2
"23427","richtigkeit",2
"26381","sieht",2
"28344","u",2
"29303","verantwortlich",2
"30255","verantwortlichnun",2
"32207","warum",2
"35133","wissen",2
"36109","zitiert",2
"11901","#bvtua",2
"21857","#kickl",2
"4570","bvtdir",2
"5501","d",2
"6492","dafür",2
"13418","eingesetzt",2
"14422","ermittler",2
"16444","fragt",2
"17401","gefahren",2
"18434","gefragt",2
"19414","gegenfrage",2
"23428","peterpilz",2
"24432","setzt",2
"27355","stellt",2
"28345","trägt",2
"30256","ungeheuren",2
"31257","verantwortung",2
"32208","verboten",2
"33182","verdeckten",2
"34157","wer",4
"35134","wissen",4
"37105","wurde",2
"11902","#bvtua",2
"21858","#kickl",2
"5502","bmi",2
"6493","daher",2
"10379","einfach",2
"13419","feig",2
"15414","handeln",2
"18435","jegliche",2
"19415","läuft",2
"20434","mitarbeiter",6
"21859","ressorts",2
"22421","schiebt",2
"23429","schief",2
"27356","spitze",2
"29304","verantwortlich",2
"30257","verantwortung",2
"32209","vorzuschieben",2
"34158","weist",2
"11903","#bvtua",2
"21860","#kickl",2
"4571","dran",2
"5503","entziehen",2
"8416","fragen",2
"9378","geht",2
"10380","gehts",2
"11904","heute",2
"12421","innenminister",2
"16445","los",2
"17402","mehr",2
"19416","peterpilz",2
"20435","politische",2
"22422","showdown",2
"26382","verantwortung",2
"11905","",1
"21861","#thefutureisfemale",2
"6494","freue",2
"7437","glückwunsch",2
"8417","herzlichen",2
"10381","liebe",2
"12422","pamela",2
"13420","rendiwagner",2
"14423","spoeat",2
"15415","tollen",2
"16446","wahlergebnis",2
"17403","weitere",2
"19417","zusammenarbeit",2
"11906","",1
"21862","#saudiarabien",2
"3966","aufhört",2
"5504","endlich",2
"7438","europa",2
"8418","liefern",2
"10382","waffen",2
"12423","zeit",2
"11907","",1
"21863","i",2
"3967","like",2
"11908","",1
"21864","abgeschoben",2
"3968","asylsystem",2
"4572","bewahrheitet",2
"6495","davor",2
"8419","droht",2
"12424","genau",2
"16447","land",2
"18436","mann",2
"19418","schützen",2
"21865","sichere",2
"23430","stimmt",2
"24433","tod",2
"11909","",1
"21866","#noll",2
"3969","#oenr",2
"4573","abg",2
"5505","beispiel",2
"11910","fpö",2
"12425","grenze",2
"13421","kollege",2
"17404","obergrenze",2
"18437","praktikabel",2
"19419","promillgrenze",2
"20436","rechtfertigt",2
"21867","sei",2
"23431","überschreitung",2
"24434","veranschaulicht",2
"25382","wahlkampfkosten",2
"11911","",1
"21868","#oenr",2
"3970","art",2
"5506","beschlossen",2
"6496","bvg",2
"8420","einfacher",2
"9379","ermächtigen",2
"10383","geändert",2
"11912","gesetze",2
"13422","handlungen",2
"15416","mehrheit",2
"16448","ministerien",2
"20437","övpfpö",2
"21869","setzen",2
"11913","",1
"3971","finanziert",2
"4574","fpö",2
"5507","ministerien",2
"8421","steuergeldern",2
"10384","verharmlosungen",2
"11914","",1
"21870","#oenr",2
"3972","abstimmung",2
"4575","antrag",2
"5508","auszuschalten",2
"6497","d",2
"7439","darauf",2
"9380","dialog",2
"11915","eingebracht",2
"15417","min",2
"16449","övpfpö",4
"17405","parlament",2
"18438","parlamentarismus",2
"19420","reagieren",2
"20438","schon",2
"22423","u",2
"24435","vernünftig",2
"25383","versucht",2
"11916","",1
"21871","anscheinend",2
"4576","bvt",2
"8422","durchgehen",2
"9381","eingeschleust",2
"14424","rechten",2
"15418","securities",2
"17406","szene",2
"18439","untersuchungsausschuss",2
"11917","",1
"21872","anzahl",2
"5509","ergreifen",2
"6498","hungerstreiks",2
"8423","innenminister",2
"10385","maßnahmen",2
"11918","menschen",2
"12426","schubhaft",2
"13423","sieht",2
"14425","steigenden",2
"15419","suizidgefährdete",2
"16450","suizidversuche",2
"17407","trotz",2
"19421","veranlassung",2
"11919","",1
"21873","ab",2
"5510","duldung",2
"7440","fpö",2
"8424","gipfel",2
"9382","gleichzeitig",2
"10386","hält",2
"11920","hass",4
"12427","hetze",2
"14426","internet",2
"16451","netz",2
"17408","orwellschen",2
"18440","övp",2
"19422","regierung",2
"21874","verbreitet",2
"23432","wahrheitsministerium",2
"24436","willkomen",2
"11921","",1
"4577","falschinformationen",2
"5511","finanzierung",2
"6499","genutzt",2
"8425","staatliche",2
"11922","unglaublich",2
"12428","verbreiten",2
"11923","",1
"21875","#novemberpogrome",2
"3973","#olympia",2
"4578","#stolpersteine",2
"7441","burschenschaft",2
"9383","mistkübel",2
"10387","november",2
"11924","pietätlosigkeit",2
"12429","schämen",2
"15420","stellen",2
"17409","unfassbare",2
"11925","",1
"21876","#pogrom",2
"5512","dafür",2
"6500","danke",2
"8426","letzten",2
"9384","nacht",2
"10388","seinerzeitung",2
"11926","stunden",2
"12430","twitter",2
"11927","",1
"21877","#novemberpogromen",2
"6501","begann",2
"11928","diskriminierung",2
"13424","folgten",2
"14427","fotoalbum",2
"15421","gesellschaft",2
"16452","hass",2
"17410","hetze",2
"20439","jubelte",2
"21878","kam",2
"22424","kleinen",2
"23433","masse",2
"25384","mitte",2
"26383","nächte",2
"27357","rand",2
"28346","rechten",2
"29305","schrecken",2
"30258","schritten",2
"31258","taten",2
"36110","zeugt",2
"37106","zunächst",2
"11929","#bvtua
",2
"21879","#goldgruber",2
"9385","male",2
"11930","notwendig",2
"16453","uausschuss",2
"17411","versucht",2
"18441","vertuschen",2
"19423","wären",2
"20440","widersprochen",2
"21880","widersprüche",2
"23434","wohl",4
"24437","zeugen",2
"25385","zig",2
"11931","",1
"21881","fragen",2
"3974","journalisten",2
"4579","kritischen",2
"6502","umgang",2
"8427","unfassbarer",2
"11932","#bvtua",2
"3975","beamten",2
"4580","beantwortet",2
"5513","bvtdirektor",2
"6503","d",8
"10389","einsatzort",2
"12431","ermittler",4
"13425","f",2
"14428","fahrlässigkeit",2
"15422","frage",2
"16454","gefahr",2
"17412","generalsekretär",2
"18442","gridling",2
"19424","grobe",2
"20441","gs",2
"21882","hinweist",2
"26384","nennen",2
"27358","obwohl",2
"29306","umgang",2
"30259","verdeckten",2
"31259","wer",2
"33183","wissen",4
"36111","zusätzlich",2
"11933","",1
"21883","#kickl",2
"3976","#wahlkampfkosten",2
"4581","argumentiert",2
"6504","bmi",2
"10390","eh",2
"13426","geld",2
"14429","gesetzesverstöße",2
"17413","korruption",2
"18443","landet",2
"19425","logik",2
"20442","mangelndes",2
"22425","ordnung",2
"23435","rechtsstaat",2
"24438","seien",2
"26385","steuerbetrug",2
"28347","verständnis",2
"30260","wäre",2
"33184","wirtschaftskreislauf",2
"34159","zeigt",2
"11934","#unmigrationspakt",2
"4582","anschein",2
"5514","antworten",2
"6505","d",2
"8428","echten",2
"10391","f",2
"11935","fragen",2
"12432","gelöst",2
"14430","imalleingang",2
"15423","interessiert",2
"16455","internationale",2
"18444","kanzler",2
"20443","kurz",2
"23436","tag",2
"24439","trauriger",2
"26386","unterfpödruck",2
"27359","unterzeichnenglobale",2
"28348","verhandelt",2
"31260","zusammenarbeitexaußenminister",2
"11936","
",2
"3977","außenministerin",2
"4583","d",2
"5515","dagegen",2
"6506","diesbezügl",2
"8429","do",2
"11937","eingebracht",2
"12433","entschließungsantrag",2
"13427","europäisches",2
"14431","fordert",2
"15424","freue",2
"20444","karinkneissl",2
"21884","klare",2
"23437","obowhl",2
"24440","övpfpö",2
"25386","parlament",2
"26387","positionierung",2
"27360","schritt",2
"28349","waffenembargo",2
"30261","wichtiger",2
"11938","ausgeschlossen",2
"21885","ausübung",2
"3978","bedarf",2
"5516","d",4
"7442","davon",2
"11939","entstehen",2
"13428","explizit",2
"14432","gewohnheitsrecht",2
"16456","ja",2
"20445","kurzstrache",2
"21886","migrationspakt",2
"23438","niemand",2
"24441","pakt",2
"25387","rechtlichen",2
"26388","redet",2
"27361","u",2
"28350","überzeugung",2
"29307","un",2
"30262","unterzeichnen",2
"31261","unverbindlich",2
"32210","verbindlichkeit",2
"11940","",1
"21887","#hetze",2
"4584","aufs",2
"8430","entsetzt",2
"10392","fpö",2
"11941","geht",2
"12434","gesellschaft",2
"13429","gibtwas",2
"14433","hass",2
"16457","hetze",2
"17414","immer",2
"23439","koalitionspartner",2
"24442","kommt",2
"25388","konsequenzen",2
"27362","nächstes",2
"28351","nahelegen",2
"29308","neue",2
"30263","platz",2
"31262","schritt",2
"32211","sebastiankurz",2
"35135","tag",2
"36112","u",2
"38100","unserer",2
"3979","v",2
"4013","verbreitung",2
"11942","",1
"21888","arminwolf",2
"3980","danke",2
"6507","spannender",2
"7443","text",2
"8431","überlegter",2
"11943","",1
"21889","bleiben",2
"5517","erschütternd",2
"7444","geteilt",2
"8432","hetzkampagnen",2
"10393","konsequenzen",2
"13430","vizekanzler",2
"17415","widerwärtigen",2
"11944","",1
"21890","#politqualitaet",2
"3981","danke",2
"7445","gesprochen",2
"10394","initiative",2
"11945","lukasmandl",2
"12435","nationalfeiertag",2
"13431","politik",2
"14434","qualität",2
"11946","",1
"21891","#freiheitsrechte",2
"6508","eu",2
"7446","fehlt",2
"8433","geht",2
"10395","öffentlichkeistwirksam",2
"11947","österreichische",2
"12436","parlamentswahlen",2
"13432","ratspräsidentschaft",2
"14435","scheint",2
"18445","wahlbeeinflussung",2
"20446","wohl",2
"11948","",1
"21892","bmeinl",2
"6509","ende",2
"7447","geschmacklosen",2
"9386","heute",2
"11949","jungfrau",2
"14436","konfrontiert",2
"16458","nehmen",2
"18446","parlament",4
"20447","verloren",2
"22426","wäre",2
"23440","zwischenruf",2
"24443","zwischenrufe",2
"11950","#bvtua",2
"3982","aussage",2
"4585","aussagen",2
"6510","belastungszeuge",2
"7448","d",6
"11951","eindruck",2
"14437","erhoben",2
"16459","gekommen",2
"17416","gesehen",2
"20448","hätte",2
"21893","hd",4
"23441","istdeswegen",2
"24444","letzte",2
"26389","rechtfertigen",2
"27363","relativieren",2
"30264","sta",2
